Year,Cnt,Hiredcnt,ElderCnt,DualincomeCnt,NormalCnt,GenderCode,Age,EduCode,Edu,ResidentialArea,HouseCnt,HouseCode,Spending,Meals,Meat,MeatProducts
2020,2,2,0,1,0,1,59,4,고등학교,60,1,YES,1722831,138183,122295,5317
2020,2,1,0,0,1,1,35,6,대학교(4년제 이상),60,2,NO,1591109,347600,87980,2980
2020,4,1,0,0,1,1,34,4,고등학교,60,1,YES,1874296,153900,42541,15022
2020,2,1,0,0,1,1,38,6,대학교(4년제 이상),85,1,YES,1990540,325250,47515,938
2020,3,2,0,1,0,1,46,5,대학교(3년제 이하),85,1,YES,3602527,737687,32840,22748
2020,1,1,1,0,0,2,86,2,초등학교,66,1,YES,383602,2500,6412,1657
2020,3,2,0,1,0,1,80,1,무학,95,1,YES,1067149,43000,40000,0
2020,4,2,0,1,0,1,39,6,대학교(4년제 이상),66,2,NO,3393143,623200,90622,53560
2020,1,0,0,0,1,2,38,5,대학교(3년제 이하),53,2,NO,1716924,84880,14160,0
2020,4,3,0,1,0,1,73,3,중학교,59,1,YES,1200176,0,20582,3953
2020,3,3,0,1,0,1,60,3,중학교,66,1,YES,2621128,307907,11042,3777
2020,1,1,1,0,0,2,77,2,초등학교,99,1,YES,663467,2000,64615,0
2020,1,1,0,0,1,2,62,6,대학교(4년제 이상),64,1,YES,1104881,155500,151500,0
2020,2,2,0,0,1,2,57,7,대학원(석사),84,1,YES,3996530,454900,110627,0
2020,4,1,0,0,1,1,50,4,고등학교,84,1,YES,2520658,471824,19162,24741
2020,2,1,0,0,1,1,34,6,대학교(4년제 이상),76,2,NO,2263115,232000,73743,25715
2020,3,1,0,0,1,1,40,7,대학원(석사),60,1,YES,2376635,263917,57052,66140
2020,4,1,0,0,1,1,38,4,고등학교,84,1,YES,3360914,417233,103813,41070
2020,4,2,0,0,1,2,41,4,고등학교,72,1,YES,2085730,303433,45635,36180
2020,3,1,0,0,1,1,54,4,고등학교,75,2,NO,1818232,352433,14375,1150
2020,2,0,1,0,0,1,74,3,중학교,89,2,NO,2672528,73878,28883,2457
2020,2,2,0,0,1,2,59,4,고등학교,84,2,NO,1999441,95117,83487,12650
2020,4,1,0,0,1,1,47,4,고등학교,84,1,YES,7440812,1513241,126872,93908
2020,2,1,1,0,0,2,70,4,고등학교,39,2,NO,1010725,44167,17700,5000
2020,1,0,1,0,0,2,81,1,무학,40,2,NO,505603,0,0,5828
2020,2,1,1,0,0,1,65,7,대학원(석사),61,1,YES,2107785,447350,188585,0
2020,2,2,1,1,0,1,73,3,중학교,89,1,YES,797417,13000,93258,6890
2020,2,2,0,0,1,2,56,3,중학교,50,1,YES,2500389,722615,31603,4037
2020,3,2,0,1,0,1,39,6,대학교(4년제 이상),71,1,YES,4286370,253400,93277,29260
2020,3,1,0,0,1,1,44,6,대학교(4년제 이상),71,2,NO,3071194,235043,63732,51868
2020,4,2,0,1,0,1,44,6,대학교(4년제 이상),71,1,YES,3466250,770833,90558,64323
2020,2,2,1,1,0,1,82,4,고등학교,83,1,YES,903205,6250,25093,9165
2020,2,1,0,0,1,1,59,3,중학교,80,1,YES,3657123,272825,62393,17270
2020,2,0,1,0,0,1,79,6,대학교(4년제 이상),80,2,NO,1706178,101100,31863,0
