Year,Cnt,Hiredcnt,ElderCnt,DualincomeCnt,NormalCnt,GenderCode,Age,EduCode,Edu,ResidentialArea,HouseCnt,HouseCode,Spending,Meals,Meat,MeatProducts
2022,1,1,0,0,1,2,56,4,고등학교,59,1,YES,1684231,414483,17800,5070
2022,1,1,0,0,1,2,56,4,고등학교,59,1,YES,1194872,171267,10720,0
2022,3,0,0,0,1,1,61,3,중학교,78,1,YES,3641709,469900,91948,13500
2022,1,1,0,0,1,1,45,6,대학교(4년제 이상),20,1,YES,1675121,736813,26977,3167
2022,2,1,0,0,1,1,67,6,대학교(4년제 이상),64,1,YES,2656131,188700,58108,10770
2022,2,1,1,0,0,1,67,6,대학교(4년제 이상),80,2,NO,2603391,379167,55833,0
2022,1,0,0,0,1,1,64,4,고등학교,23,2,NO,566106,35333,10000,0
2022,1,1,0,0,1,1,58,6,대학교(4년제 이상),56,2,NO,1612685,337975,114998,31975
2022,1,1,0,0,1,1,26,6,대학교(4년제 이상),20,2,NO,1439150,520848,9750,0
2022,1,1,0,0,1,1,30,6,대학교(4년제 이상),40,2,NO,1379552,322575,0,0
2022,2,1,0,0,1,1,59,4,고등학교,75,1,YES,2079592,326083,57913,2813
2022,1,1,0,0,1,1,42,7,대학원(석사),29,2,NO,4453021,208078,16648,25685
2022,1,1,0,0,1,1,30,6,대학교(4년제 이상),60,1,YES,2629237,484758,26333,917
2022,2,1,0,0,1,1,66,3,중학교,79,1,YES,1029726,151817,30130,8850
2022,1,1,1,0,0,1,67,3,중학교,79,1,YES,964118,118950,34760,1506
2022,2,2,0,1,0,1,62,4,고등학교,84,1,YES,2915370,1006348,89379,18033
2022,1,0,1,0,0,1,70,2,초등학교,59,2,NO,1574550,0,26440,0
2022,2,0,0,0,1,1,68,7,대학원(석사),85,1,YES,1464642,91248,62109,9413
2022,7,2,0,1,0,1,48,5,대학교(3년제 이하),67,2,NO,2522190,388990,59680,62580
2022,2,2,0,0,1,1,37,6,대학교(4년제 이상),67,1,YES,1948277,1003983,22500,0
2022,2,1,1,0,0,1,65,4,고등학교,105.7,1,YES,2058670,188517,63463,8993
2022,2,1,1,0,0,1,75,2,초등학교,105.7,1,YES,1727264,46417,125959,0
2022,2,2,0,1,0,1,31,6,대학교(4년제 이상),57,2,NO,3376812,567500,129310,83870
2022,4,2,0,1,0,1,37,6,대학교(4년제 이상),59,2,NO,3284688,770049,143435,81392
2022,3,1,0,0,1,1,64,4,고등학교,90,1,YES,2257730,240833,78833,1942
2022,1,0,0,0,1,1,21,6,대학교(4년제 이상),20,2,NO,1007195,178600,0,1500
2022,2,0,1,0,0,1,77,6,대학교(4년제 이상),50,2,NO,1220715,70700,43475,0
2022,1,0,0,0,1,1,29,3,중학교,40,2,NO,697950,75700,0,0
2022,3,1,0,0,1,1,64,4,고등학교,106,1,YES,3780022,721557,70802,23275
2022,2,1,0,0,1,1,33,5,대학교(3년제 이하),41,2,NO,2165235,76600,47990,0
2022,3,0,0,0,0,1,39,4,고등학교,50,2,NO,4237151,230818,76791,9267
2022,1,0,1,0,0,1,79,2,초등학교,35,1,YES,631872,33000,49950,0
2022,1,1,0,0,1,1,29,6,대학교(4년제 이상),20,2,NO,1535685,172660,15000,0
2022,1,1,1,0,0,1,74,4,고등학교,20,1,YES,894691,197933,46372,8392
2022,1,1,0,0,1,1,28,6,대학교(4년제 이상),18,2,NO,1495290,326367,6295,2780
2022,4,1,0,0,1,1,41,4,고등학교,76,1,YES,4570668,221683,23687,11807
2022,2,2,0,1,0,1,63,3,중학교,68,1,YES,1461739,146183,83842,9710
2022,2,2,0,1,0,1,56,5,대학교(3년제 이하),198,1,YES,7360762,355867,66380,0
2022,1,1,0,0,1,1,60,4,고등학교,121,1,YES,2271254,95583,14383,2750
2022,2,1,0,0,1,1,67,3,중학교,107,2,NO,2173150,147500,80043,2823
2022,1,0,1,0,0,1,73,4,고등학교,26,2,NO,2359325,39800,109785,4578
2022,2,2,0,1,0,1,37,6,대학교(4년제 이상),85,2,NO,4720579,521727,65136,0
2022,2,0,1,0,0,1,78,4,고등학교,84,1,YES,1536513,103500,118398,7358
2022,1,0,0,0,1,1,50,4,고등학교,34,2,NO,823997,78785,4917,14750
2022,2,0,1,0,0,1,95,4,고등학교,85,1,YES,1003006,67167,200132,6415
2022,4,1,0,0,1,1,41,7,대학원(석사),85,1,YES,3647880,415188,65703,23065
2022,2,2,0,1,0,1,33,6,대학교(4년제 이상),99,2,NO,3291320,436240,117704,8726
2022,3,1,0,0,1,1,57,6,대학교(4년제 이상),159,1,YES,1391407,89950,60655,9230
2022,2,2,0,1,0,1,30,6,대학교(4년제 이상),40,1,YES,1184438,227150,0,0
2022,3,2,0,0,1,1,64,4,고등학교,108,1,YES,2278270,185500,116043,8930
2022,4,1,0,0,1,1,50,6,대학교(4년제 이상),115,1,YES,3646304,578640,129470,25955
2022,1,1,0,0,1,1,43,6,대학교(4년제 이상),59,1,YES,2381801,680285,22705,3658
2022,4,1,0,0,1,1,43,6,대학교(4년제 이상),58,1,YES,2823812,509133,40293,9937
2022,2,2,1,1,0,1,76,2,초등학교,43,1,YES,510877,7800,59562,0
2022,1,0,1,0,0,1,75,2,초등학교,42,2,NO,970732,65900,40450,0
2022,2,1,0,0,1,1,56,4,고등학교,33,2,NO,1565807,292600,443000,0
2022,1,1,0,0,1,1,25,6,대학교(4년제 이상),17,2,NO,881717,190943,20260,0
2022,1,0,1,0,0,1,73,1,무학,36,2,NO,551560,28433,10288,0
2022,1,1,0,0,1,1,60,2,초등학교,79,1,YES,1259135,79025,15193,0
2022,3,1,0,0,1,1,38,7,대학원(석사),76,1,YES,2663561,274873,55063,9952
2022,3,2,0,1,0,1,37,6,대학교(4년제 이상),84,1,YES,1614200,230527,13380,6010
2022,2,2,0,0,1,1,65,2,초등학교,50,1,YES,1867472,527850,64156,13572
2022,4,1,0,0,1,1,45,4,고등학교,56,2,NO,2696952,610580,102110,38970
