Year,Cnt,Hiredcnt,ElderCnt,DualincomeCnt,NormalCnt,GenderCode,Age,EduCode,Edu,ResidentialArea,HouseCnt,HouseCode,Spending,Meals,Meat,MeatProducts
2016,3,1,0,0,1,1,44,4,"전문대(초급대,2ㆍ3년제 대학포함)",60,1,YES,2549525,245833,47476,21225
2016,2,1,0,0,1,2,31,5,대학교(4년제 대학포함),50,2,NO,2490190,633410,0,0
2016,1,0,1,0,0,2,80,1,초등학교,79,1,YES,216747,22220,1371,0
2016,2,1,0,0,1,2,44,3,고등학교,73,2,NO,1492791,165889,34536,3817
2016,1,0,1,0,0,1,72,3,고등학교,73,1,YES,835252,281925,10040,6227
2016,4,2,0,1,0,1,34,3,고등학교,83,2,NO,2621754,393072,30927,6562
2016,4,1,0,0,1,1,72,3,고등학교,88,1,YES,2077579,252698,95455,92
2016,1,0,0,0,1,1,22,5,대학교(4년제 대학포함),44,2,NO,916235,129122,1376,2343
2016,2,0,0,0,1,1,72,2,중학교,100,1,YES,1699507,144148,42891,15631
2016,5,2,0,1,0,1,43,3,고등학교,37,2,NO,2706158,151395,23686,2763
2016,3,2,0,0,1,1,59,2,중학교,37,2,NO,3299368,645576,49333,7274
2016,1,1,0,0,1,1,50,5,대학교(4년제 대학포함),59,1,YES,2965131,643457,0,0
2016,2,1,0,0,1,1,68,3,고등학교,59,1,YES,2431399,222354,117265,0
2016,2,1,0,0,1,1,51,5,대학교(4년제 대학포함),91,2,NO,2978099,574336,88634,6436
2016,3,2,0,1,0,1,42,5,대학교(4년제 대학포함),91,1,YES,1781583,368356,70893,22951
2016,4,1,0,0,1,1,35,4,"전문대(초급대,2ㆍ3년제 대학포함)",91,1,YES,1873380,282882,29500,21885
2016,3,0,0,0,0,2,43,5,대학교(4년제 대학포함),59,1,YES,1915059,217060,65029,21149
2016,4,1,0,0,1,1,34,4,"전문대(초급대,2ㆍ3년제 대학포함)",81,2,NO,1659128,261302,30695,22995
2016,5,2,0,1,0,1,38,4,"전문대(초급대,2ㆍ3년제 대학포함)",100,2,NO,3271542,302304,48232,20627
2016,4,1,0,0,1,1,34,4,"전문대(초급대,2ㆍ3년제 대학포함)",84,2,NO,1864602,383414,13824,35543
2016,3,1,0,0,1,1,47,3,고등학교,79,2,NO,1566180,198118,4806,14032
2016,3,2,0,1,0,1,49,5,대학교(4년제 대학포함),85,1,YES,3253278,852172,85711,24165
2016,4,2,0,1,0,1,45,3,고등학교,85,1,YES,4261135,659393,74673,35585
2016,4,2,0,1,0,1,46,3,고등학교,85,1,YES,3345892,745751,38180,15798
2016,1,0,1,0,0,2,77,2,중학교,53,2,NO,479628,3550,17457,0
2016,1,0,1,0,0,2,78,0,무학,53,2,NO,2076219,16549,12982,1321
2016,1,1,1,0,0,2,74,1,초등학교,53,2,NO,500407,17347,34216,9161
2016,4,2,0,1,0,1,52,5,대학교(4년제 대학포함),96,1,YES,2173938,170866,40022,3157
2016,1,1,0,0,1,2,56,3,고등학교,96,1,YES,1250199,136875,24972,1421
2016,3,0,1,0,0,2,73,0,무학,82,1,YES,772029,26467,6530,14600
2016,1,1,0,0,1,2,51,3,고등학교,82,1,YES,2456212,243053,39872,0
2016,5,1,0,0,1,1,38,5,대학교(4년제 대학포함),82,1,YES,2409541,149425,44604,11725
2016,1,1,0,0,1,2,47,3,고등학교,39,2,NO,1546204,166605,57295,0
2016,2,1,0,0,1,2,61,1,초등학교,39,1,YES,2118768,360513,15251,4082
2016,3,2,0,1,0,1,39,5,대학교(4년제 대학포함),59,2,NO,5037019,298534,14780,14929
2016,2,1,0,0,0,2,34,5,대학교(4년제 대학포함),65,1,YES,2181247,243893,13397,8063
2016,3,0,1,0,0,1,78,3,고등학교,79,1,YES,2041186,197663,57858,2402
2016,2,1,1,0,0,2,66,1,초등학교,79,1,YES,1115278,105779,80988,6857
2016,2,1,0,0,1,1,71,3,고등학교,79,1,YES,1653172,302089,26521,2986
2016,1,0,0,0,1,2,62,2,중학교,79,1,YES,1187853,211743,28973,3616
2016,2,2,0,1,0,1,57,4,"전문대(초급대,2ㆍ3년제 대학포함)",82,1,YES,1675393,506225,21212,6571
2016,2,1,1,0,0,2,70,0,무학,41,1,YES,740977,238889,31532,0
2016,5,3,0,0,1,1,51,5,대학교(4년제 대학포함),41,2,NO,4109430,752174,54513,14416
2016,1,1,0,0,1,1,30,5,대학교(4년제 대학포함),41,2,NO,1142937,113912,1943,9772
2016,2,2,0,1,0,1,30,5,대학교(4년제 대학포함),41,2,NO,1399298,482556,35316,10198
2016,1,1,0,0,1,1,61,3,고등학교,46,1,YES,1750374,362349,0,0
2016,2,2,0,0,1,1,57,2,중학교,46,1,YES,1343782,572172,6657,1057
2016,4,2,0,0,1,1,60,4,"전문대(초급대,2ㆍ3년제 대학포함)",85,1,YES,2714034,572598,77747,8858
2016,2,0,0,0,1,1,36,4,"전문대(초급대,2ㆍ3년제 대학포함)",60,1,YES,2028680,39390,86522,1084
2016,1,0,1,0,0,2,77,1,초등학교,40,2,NO,398802,1302,14662,1098
2016,4,1,0,0,1,1,47,6,대학원(석사),85,2,NO,4205896,553314,133088,18420
2016,1,1,0,0,1,1,29,5,대학교(4년제 대학포함),36,2,NO,940919,128401,1911,0
2016,1,1,0,0,1,2,37,6,대학원(석사),33,2,NO,2667579,661959,0,0
2016,3,3,0,1,0,1,65,1,초등학교,79,1,YES,2323495,341401,179620,4686
2016,2,1,0,0,1,1,55,1,초등학교,59,1,YES,661808,71842,52302,0
2016,2,1,0,0,1,1,65,1,초등학교,53,1,YES,1296899,24632,58518,446
2016,2,2,0,1,0,1,54,3,고등학교,53,1,YES,3238417,354274,15743,0
2016,3,1,0,0,1,1,56,3,고등학교,75,1,YES,6193746,348320,59261,11765
2016,7,3,0,1,0,1,35,5,대학교(4년제 대학포함),92,1,YES,3874989,435112,164136,29673
2016,2,0,0,0,1,1,65,3,고등학교,109,1,YES,1955676,143987,86980,4639
2016,2,0,0,0,1,1,39,3,고등학교,95,1,YES,1124905,230761,43057,8058
2016,6,2,0,1,0,1,46,3,고등학교,95,1,YES,2766963,634467,88782,34215
2016,3,1,0,0,1,1,49,3,고등학교,82,1,YES,1636110,239204,104237,15957
2016,4,3,0,1,0,1,57,5,대학교(4년제 대학포함),82,1,YES,2820695,476143,75872,1969
2016,1,0,1,0,0,2,78,0,무학,15,2,NO,205065,6000,22523,4953
2016,1,1,1,0,0,2,66,0,무학,92,1,YES,495800,35997,18020,958
