Year,Cnt,Hiredcnt,ElderCnt,DualincomeCnt,NormalCnt,GenderCode,Age,EduCode,Edu,ResidentialArea,HouseCnt,HouseCode,Spending,Meals,Meat,MeatProducts
2021,2,1,1,0,0,1,69,8,대학원(박사),140,1,YES,6152070,468927,416218,20010
2021,2,0,0,0,1,1,65,8,대학원(박사),140,1,YES,10402856,1529754,177503,6495
2021,2,1,0,0,1,2,61,8,대학원(박사),140,1,YES,2629252,540070,98665,390
2021,1,1,0,0,1,2,33,6,대학교(4년제 이상),58,1,YES,1927030,593132,23796,1656
2021,3,2,0,0,1,1,66,4,고등학교,56,1,YES,3093051,556650,122892,13942
2021,1,1,0,0,1,1,33,6,대학교(4년제 이상),66,2,NO,2728535,527048,79280,6000
2021,3,1,0,0,1,2,67,3,중학교,81,1,YES,1631333,422065,20175,0
2021,1,0,1,0,0,2,74,3,중학교,53,1,YES,560297,13500,8320,0
2021,4,1,0,0,1,1,39,7,대학원(석사),83,1,YES,2037150,72102,30757,8172
2021,2,0,0,0,1,1,66,4,고등학교,83,1,YES,1809402,154583,21450,0
2021,3,2,0,1,0,1,52,4,고등학교,80,1,YES,3544538,272830,44308,24963
2021,3,0,0,0,1,2,81,3,중학교,46,2,NO,2082160,194567,46439,44622
2021,1,0,0,0,1,2,61,5,대학교(3년제 이하),46,2,NO,1190533,43963,7817,2931
2021,4,1,0,0,1,1,50,5,대학교(3년제 이하),126,1,YES,3048448,539950,239336,24100
2021,2,2,0,1,0,1,62,7,대학원(석사),101,1,YES,5958682,473300,90520,0
2021,2,1,0,0,1,2,81,3,중학교,59,2,NO,1411100,274658,17443,13748
2021,3,1,0,0,1,1,41,4,고등학교,43,1,YES,1913738,468695,55183,34210
2021,3,0,0,0,1,2,53,5,대학교(3년제 이하),33,1,YES,1291648,150997,14250,8227
2021,5,2,0,0,1,2,51,4,고등학교,96,1,YES,6325882,593991,150819,34466
2021,4,2,0,1,0,1,39,4,고등학교,84,1,YES,6197250,350345,83754,33231
2021,4,2,0,1,0,1,46,6,대학교(4년제 이상),84,2,NO,3217058,712525,86379,46057
2021,2,1,0,0,0,2,47,6,대학교(4년제 이상),52,2,NO,2258734,175406,89622,28656
2021,4,2,0,1,0,1,50,6,대학교(4년제 이상),84,1,YES,4448228,599117,102637,28362
2021,3,3,0,1,0,1,55,6,대학교(4년제 이상),108,1,YES,2543271,349867,157150,30300
2021,1,0,1,0,0,2,77,1,무학,66,1,YES,1181111,11250,12750,0
2021,1,1,0,0,1,1,25,4,고등학교,25,2,NO,1156243,144077,25428,3650
2021,2,2,1,1,0,1,73,4,고등학교,50,1,YES,1349082,82050,52000,33440
2021,1,1,0,0,1,2,62,4,고등학교,50,1,YES,2228026,120000,73830,0
2021,4,1,0,0,1,1,34,6,대학교(4년제 이상),59,1,YES,2474755,345648,83653,22815
2021,1,1,0,0,1,1,54,5,대학교(3년제 이하),59,2,NO,1811550,368850,58640,1750
2021,1,0,0,0,1,1,58,2,초등학교,33,2,NO,810748,0,47000,0
2021,4,3,0,0,1,2,30,6,대학교(4년제 이상),66,1,YES,1388533,366100,14900,4980
2021,1,0,0,0,1,1,36,5,대학교(3년제 이하),50,2,NO,2095606,395910,0,9490
2021,1,1,0,0,1,2,62,2,초등학교,36,1,YES,1252986,138275,93547,6197
2021,1,1,0,0,1,1,51,4,고등학교,36,1,YES,2851423,314983,96278,18962
2021,2,2,0,1,0,1,57,6,대학교(4년제 이상),82,1,YES,1762369,201975,129616,7000
2021,1,1,0,0,1,1,56,6,대학교(4년제 이상),33,2,NO,1515042,166083,32726,2250
2021,3,3,0,1,0,1,48,4,고등학교,82,2,NO,3701801,611630,119050,5967
2021,1,1,0,0,1,2,24,6,대학교(4년제 이상),19,2,NO,2610136,152910,0,0
2021,2,1,0,0,1,2,28,6,대학교(4년제 이상),19,2,NO,1832043,590400,24500,8940
2021,1,0,1,0,0,2,68,3,중학교,30,1,YES,1624079,203950,97053,18443
2021,2,1,0,0,1,1,34,6,대학교(4년제 이상),59,2,NO,1757638,327103,27015,15898
2021,1,1,0,0,1,1,55,4,고등학교,27,2,NO,1655064,217488,50950,2943
2021,1,1,0,0,1,1,51,4,고등학교,27,2,NO,2318320,373000,42000,3333
2021,2,2,1,1,0,1,73,3,중학교,60,1,YES,814127,10750,47423,165
2021,1,1,0,0,1,2,32,5,대학교(3년제 이하),40,2,NO,2508539,413684,95224,3200
2021,3,2,0,1,0,1,34,6,대학교(4년제 이상),91,2,NO,3569853,404514,42963,2250
2021,3,1,0,0,1,1,54,6,대학교(4년제 이상),91,1,YES,6449135,1719350,9810,200
2021,1,1,0,0,1,1,36,6,대학교(4년제 이상),45,2,NO,1607472,596902,20912,1058
2021,2,1,0,0,1,1,59,6,대학교(4년제 이상),45,1,YES,2864221,228767,0,3300
2021,2,2,0,1,0,1,33,5,대학교(3년제 이하),59,2,NO,11832395,1124917,70475,8993
2021,2,1,0,0,1,1,54,6,대학교(4년제 이상),49,2,NO,6256912,1072370,112846,14662
2021,2,0,0,0,1,1,64,4,고등학교,49,1,YES,928305,327400,0,0
2021,5,2,0,1,0,1,39,5,대학교(3년제 이하),84,2,NO,4491049,415533,97859,77160
2021,3,1,0,0,1,1,62,4,고등학교,84,1,YES,3832519,421608,199958,70403
2021,4,2,0,1,0,1,43,6,대학교(4년제 이상),84,1,YES,1674396,197700,52170,15072
2021,3,3,0,1,0,2,56,7,대학원(석사),111,1,YES,3237259,415855,63370,28052
2021,2,1,0,0,1,1,38,6,대학교(4년제 이상),84,2,NO,2942910,421465,2163,6787
2021,2,0,0,0,1,1,69,2,초등학교,58,2,NO,1735400,156600,50000,7360
2021,4,1,0,0,1,1,49,7,대학원(석사),140,1,YES,4617644,320297,136528,100967
2021,4,2,0,1,0,1,45,7,대학원(석사),140,1,YES,6612953,617225,173667,57950
2021,1,1,0,0,1,2,45,4,고등학교,27,2,NO,1391950,380917,49832,11848
2021,5,2,0,1,0,1,42,4,고등학교,84,1,YES,5592108,784450,75565,85765
2021,1,0,1,0,0,1,72,2,초등학교,58,2,NO,611922,16333,13500,2000
2021,2,1,1,0,0,2,78,1,무학,84,1,YES,918561,119667,52643,0
2021,3,1,0,0,1,1,73,4,고등학교,83,1,YES,1914478,84650,114923,700
2021,3,2,0,0,1,2,53,4,고등학교,83,1,YES,3181742,517458,70673,11408
2021,2,0,1,0,0,1,75,7,대학원(석사),83,1,YES,1937210,165950,115342,827
2021,2,1,0,0,1,1,59,4,고등학교,84.74,1,YES,6860278,90733,37863,1750
2021,3,2,0,1,0,1,56,6,대학교(4년제 이상),75,1,YES,1785508,156700,0,6980
